repo url,has_workflow_files,Num_workflow_files,num_test_workflow_files,workflow_files_for_test,has_pyproject,has_setup,has_makefile
github.com/hwang595/Cuttlefish,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/wangcongcong123/auto_coding,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/wietsedv/gpt2-recycle,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/andreamad8/PPCM,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/rycolab/entropy-estimation,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/Oneflow-Inc/libai,TRUE,2,1,['py.yml'],FALSE,TRUE,FALSE
github.com/ht2/gpt_content_indexing,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/deep-spin/infinite-former,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/ZZy979/pytorch-tutorial,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/NVIDIA/FasterTransformer,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/SecHack365-Fans/prompt2slip,TRUE,2,2,"['pytest.yml', 'release.yml']",TRUE,FALSE,FALSE
github.com/SMART-TTS/SMART-Multi-Speaker-Style-TTS,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/chaoyi-wu/finetune_llama,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/huggingface/diffusers,TRUE,19,16,"['benchmark.yml', 'build_docker_images.yml', 'nightly_tests.yml', 'notify_slack_about_release.yml', 'pr_dependency_test.yml', 'pr_flax_dependency_test.yml', 'pr_test_fetcher.yml', 'pr_test_peft_backend.yml', 'pr_tests.yml', 'pr_torch_dependency_test.yml', 'push_tests.yml', 'push_tests_fast.yml', 'push_tests_mps.yml', 'pypi_publish.yaml', 'stale.yml', 'typos.yml']",TRUE,TRUE,TRUE
github.com/DavidHuji/CapDec,TRUE,1,1,['python-package.yml'],FALSE,FALSE,FALSE
github.com/declare-lab/dialogue-understanding,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/shizhediao/Black-Box-Prompt-Learning,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Beomi/exbert-transformers,TRUE,6,6,"['github-torch-hub.yml', 'model-templates.yml', 'release-conda.yml', 'self-push.yml', 'self-scheduled.yml', 'stale.yml']",TRUE,TRUE,TRUE
github.com/basusourya/mirostat,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/summerstay/poem-generator,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/strongh2/sc22-ae,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Aarhus-Psychiatry-Research/psycop-ml-utils,TRUE,5,4,"['dependabot_automerge.yml', 'documentation.yml', 'main_test_and_release.yml', 'pre-commit.yml']",TRUE,FALSE,FALSE
github.com/OSU-NLP-Group/Mind2Web,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/prakharguptaz/Adv_gen_dialogue,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/yixinL7/Direct-Style-Transfer,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/AlexTMallen/adaptive-retrieval,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/mukhal/grace,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/eric-mitchell/detect-gpt,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/annacode747/novel-naifu-aki-cpu,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/bipinKrishnan/ml-recipe-book,FALSE,0,0,[],FALSE,FALSE,TRUE
github.com/da03/criticize_text_generation,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/yizhongw/Tk-Instruct,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/OhadRubin/EPR,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/259ayano/openai-cookbook-ja,TRUE,2,2,"['build-website.yaml', 'stale.yaml']",FALSE,FALSE,FALSE
github.com/THUNLP-MT/Template-NMT,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/voidism/DiffCSE,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/thu-ml/unidiffuser,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/jason9693/sample-of-codepilot,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/TheDataStation/open_table_discovery,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/heytanay/gpt-pre-training-scratch,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/dapascual/DirectedBeamSearch,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/google-research/google-research,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/dki-lab/few-shot-bioIE,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Gnurro/FinetuneReFormatter,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Leezekun/dialogic,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/babylm/evaluation-pipeline,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/moirage/alignment-research-dataset,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/AlibabaResearch/AdvancedLiterateMachinery,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/TobigsConf-1415/MPTI,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/itsnamgyu/reasoning-teacher,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/flowersteam/Grounding_LLMs_with_online_RL,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/wade3han/champagne,TRUE,1,1,['build.yaml'],FALSE,FALSE,FALSE
github.com/Adapter-Hub/adapter-transformers,TRUE,3,3,"['adapter_docs_build.yml', 'stale.yml', 'tests_torch.yml']",TRUE,TRUE,TRUE
github.com/HLTCHKUST/adapterbot,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/qywu/PRAL,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/nitrosocke/diffusers-webui,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/microsoft/dist-ir,TRUE,1,1,['tests.yml'],FALSE,TRUE,FALSE
github.com/bendgame/WritingAssistantApp,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Dahoas/gpt-neox-finetuning,TRUE,2,1,['docker_build.yml'],FALSE,FALSE,FALSE
github.com/arcypojeb/NeuralGPT,TRUE,1,1,['python-app.yml'],FALSE,TRUE,FALSE
github.com/joeljang/negated-prompts-for-llms,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/wangguojim/LargeScale,TRUE,2,2,"['ci.md', 'main.yml']",TRUE,TRUE,TRUE
github.com/li-aolong/TemplateGEC,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/pytorch/TensorRT,TRUE,10,8,"['assigner.yml', 'blossom-ci.yml', 'build-test.yml', 'label.yml', 'linter.yml', 'linux-test.yml', 'nightlies.yml', 'stale.yml']",TRUE,TRUE,FALSE
github.com/feyzaakyurek/rl4f,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/csinva/iprompt,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/summerstay/true_poetry,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/shunzh/Code-AI-Tree-Search,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/binmakeswell/ColossalChat,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/rasbt/machine-learning-book,FALSE,0,0,[],FALSE,FALSE,TRUE
github.com/google-research/lm-extraction-benchmark,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Pawandeep-prog/finetuned-gpt2-convai,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Liadrinz/transformers-copy-mechanism,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/vlievin/medical-reasoning,FALSE,0,0,[],TRUE,FALSE,FALSE
github.com/cortexlabs/cortex,FALSE,0,0,[],FALSE,FALSE,TRUE
github.com/toufunao/SCM4LLMs,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/FreddeFrallan/Non-Residual-Prompting,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/joeljang/continual-knowledge-learning,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/wjn1996/HugNLP,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/gorokoba560/norm-analysis-of-transformer,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/varunnair18/FISH,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/milesaturpin/cot-unfaithfulness,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/lileipisces/PEPLER,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/awslabs/fast-differential-privacy,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/peterwestuw/surface-form-competition,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Palashio/Libra,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/skgabriel/narrative_inference_demo,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/CannyLab/summary_loop,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/christinakim/scaling-laws-for-language-transfer,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/hpcaitech/ColossalAI,TRUE,29,28,"['README.md', 'build_on_pr.yml', 'build_on_schedule.yml', 'close_inactive.yml', 'compatiblity_test_on_dispatch.yml', 'compatiblity_test_on_pr.yml', 'compatiblity_test_on_schedule.yml', 'cuda_ext_check_before_merge.yml', 'doc_build_on_schedule_after_release.yml', 'doc_check_on_pr.yml', 'doc_test_on_pr.yml', 'doc_test_on_schedule.yml', 'draft_github_release_post_after_merge.yml', 'example_check_on_dispatch.yml', 'example_check_on_pr.yml', 'example_check_on_schedule.yml', 'post_commit.yml', 'release_docker_after_publish.yml', 'release_nightly_on_schedule.yml', 'release_pypi_after_merge.yml', 'release_test_pypi_before_merge.yml', 'report_leaderboard_to_lark.yml', 'report_test_coverage.yml', 'run_chatgpt_examples.yml', 'run_chatgpt_unit_tests.yml', 'run_colossalqa_unit_tests.yml', 'submodule.yml', 'translate_comment.yml']",FALSE,TRUE,FALSE
github.com/Oskar-Bonde/Generating-Terraform-configuration-files,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/prajwalkr/vtp,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/claws-lab/multimodal-robustness,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/uds-lsv/bert-stable-fine-tuning,FALSE,0,0,[],FALSE,TRUE,TRUE
github.com/hahnyuan/RPTQ4LLM,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/GanjinZero/RRHF,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/maxreciprocate/offline,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/danielsc/openai,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/fangleai/TransformerCVAE,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/xvyaward/owq,TRUE,1,1,['ci.yml'],FALSE,FALSE,FALSE
github.com/gmftbyGMFTBY/Copyisallyouneed,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/OpenMatch/Augmentation-Adapted-Retriever,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/michael-wzhu/daguan_competition_2021_codes,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/kssteven418/LTP,TRUE,6,6,"['github-torch-hub.yml', 'model-templates.yml', 'release-conda.yml', 'self-push.yml', 'self-scheduled.yml', 'stale.yml']",TRUE,TRUE,TRUE
github.com/ArthurConmy/Automatic-Circuit-Discovery,FALSE,0,0,[],TRUE,FALSE,FALSE
github.com/saxenabhishek/nobook.learn,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/fattorib/Little-GPT,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/homanp/superagent,TRUE,2,2,"['ci.yml', 'lint.yml']",FALSE,FALSE,FALSE
github.com/madaan/temporal-graph-gen,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/xiye17/TextualExplInContext,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/sangmichaelxie/doremi,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/UCSD-AI4H/COVID-Dialogue,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/machelreid/lewis,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/tonyzhaozh/few-shot-learning,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/INK-USC/CommonGen,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/HLTCHKUST/ke-dialogue,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/summerstay/sentence-completions-gpt-2,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/SilkeHusse/Re-Evaluating-Bias,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/b1r3k/askgpt,FALSE,0,0,[],TRUE,FALSE,FALSE
github.com/haocai1992/GPT2-News-Classifier,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/eric-mitchell/serac,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/thunlp/OpenAttack,TRUE,2,2,"['deployment.yaml', 'test.yaml']",TRUE,TRUE,FALSE
github.com/theodoremui/diversity-colleges,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/cargoshipsh/cargoship,TRUE,12,12,"['checks.yml', 'image-captioning.yml', 'image-classification.yml', 'image-generation.yml', 'model-language-detection.yml', 'ocr-base-handwritten.yml', 'sentiment-de.yml', 'sentiment-en.yml', 'summarization-en.yml', 'text-generation-en-lg.yml', 'text-generation-en-sm.yml', 'whisper-tiny-en.yml']",FALSE,FALSE,FALSE
github.com/g0dEngineer/Cryptosynth,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/zhaoxlpku/KnowledGPT,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/THUDM/CodeGeeX,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/microsoft/python-inference-script,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/efan3000/muisc,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/mert-kurttutan/torchview,TRUE,2,2,"['build.yml', 'test.yml']",TRUE,FALSE,FALSE
github.com/harubaru/Akyuu,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/CLMBRs/communication-translation,FALSE,0,0,[],FALSE,TRUE,FALSE
github.com/BM-K/KoSentenceBERT-ETRI,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/anaistack/ai-teacher-test,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/mindspore-lab/pangu_alpha,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/HKUNLP/batch-prompting,TRUE,1,1,['ci.yaml'],TRUE,TRUE,TRUE
github.com/bytedance/lightseq,TRUE,1,1,['build_check.yml'],FALSE,TRUE,FALSE
github.com/bcbi-edu/p_eickhoff_isoscore,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/FUZHIYI/TACO,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/huggingface/text-generation-inference,TRUE,9,6,"['autodocs.yml', 'build.yaml', 'client-tests.yaml', 'load_test.yaml', 'stale.yml', 'tests.yaml']",FALSE,FALSE,TRUE
github.com/microsoft/PythonProgrammingPuzzles,TRUE,1,1,['codeql-analysis.yml'],FALSE,FALSE,FALSE
github.com/showlab/CLVQA,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/niansong1996/lever,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/bigscience-workshop/bigscience,FALSE,0,0,[],FALSE,TRUE,TRUE
github.com/gradio-app/gradio,TRUE,13,11,"['comment-queue.yml', 'delete-stale-spaces.yml', 'deploy+test-visual.yml', 'deploy-spaces.yml', 'deploy-website.yml', 'generate-changeset.yml', 'publish.yml', 'test-functional.yml', 'test-hygiene.yml', 'test-python.yml', 'tests-js.yml']",TRUE,FALSE,FALSE
github.com/JiwanChung/tapm,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/slavingia/askmybook,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/adihaviv/nopos,FALSE,0,0,[],TRUE,TRUE,FALSE
github.com/google/one-weird-trick,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/Markfryazino/ASLan,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/nebuly-ai/nebuly,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/vicgalle/gpt-j-api,TRUE,2,2,"['autoblack.yml', 'test.yml']",FALSE,FALSE,FALSE
github.com/ezelikman/STaR,TRUE,1,1,['lint_python.yml'],FALSE,TRUE,FALSE
github.com/tunib-ai/large-scale-lm-tutorials,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/davidsvy/Neural-Scam-Artist,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/metterian/hctl-educational-persona-chat,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/OSU-NLP-Group/SELM,FALSE,0,0,[],TRUE,FALSE,FALSE
github.com/ewsheng/controllable-nlg-biases,FALSE,0,0,[],FALSE,FALSE,FALSE
github.com/weixi-feng/LayoutGPT,FALSE,0,0,[],FALSE,FALSE,FALSE
